id,product_name,brand,category,category_url,ingredients,nutrition_json,serving_size,nutrition_per,image_paths,selected_image,nutrition_extracted,source,scraped_at,energy_kcal_100g,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,protein_100g,salt_100g,fiber_100g,sodium_100g
6111099000599,Huile de table lio,,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,,"{""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_serving"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3768, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_serving"": 9000, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 900, ""energy-kj"": 3768, ""energy-kj_100g"": 3768, ""energy-kj_serving"": 37700, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3768, ""energy-kj_value_computed"": 3700, ""energy_100g"": 3768, ""energy_serving"": 37700, ""energy_unit"": ""kJ"", ""energy_value"": 3768, ""fat"": 100, ""fat_100g"": 100, ""fat_serving"": 1000, ""fat_unit"": ""g"", ""fat_value"": 100, ""fiber"": 0, ""fiber_100g"": 0, ""fiber_serving"": 0, ""fiber_unit"": ""g"", ""fiber_value"": 0, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_serving"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""saturated-fat"": 14, ""saturated-fat_100g"": 14, ""saturated-fat_serving"": 140, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 14, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_serving"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",1L,100g,images\vegetable-oils\front_ar.12.400.jpg,,,openfoodfacts,2025-07-22 09:21:25,900.0,100.0,14.0,0.0,0.0,0.0,,0.0,
6111024001516,"Huile de table équilibrée riche en vitamines A,E,D3",Lesieur,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,"Huiles végétales (Soja. Tournesol. Colza) en proportions variables, arôme naturel. Vitamine A, Vitamine D3. Provitamine A. CONSEILS D'UTILISATION نصـائح الاستعمال - درجة الحرارة القصوى للاستعمال 180درجة تجنبوا إضافة الزيت على الزيت المستعملة. .لا تتركوا الزيت حتى تندخر .أغلقوا القنينة بعد كل استعمال - Température maximale d'utilisation 180°C. Eviter les ajouts d'huile dans un bain usé. Ne pas laisser fumer l'huile. Reboucher la bouteille après chaque usage مصلحة المستهلكين Service consommateurs: ۱۷-","{""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3766, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 900, ""energy_100g"": 3766, ""energy_unit"": ""kcal"", ""energy_value"": 900, ""fat"": 100, ""fat_100g"": 100, ""fat_unit"": ""g"", ""fat_value"": 100, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 14.375, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 14.375, ""nova-group"": 4, ""nova-group_100g"": 4, ""nova-group_serving"": 4, ""nutrition-score-fr"": 5, ""nutrition-score-fr_100g"": 5, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 15, ""saturated-fat_100g"": 15, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 15, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",,100g,images\vegetable-oils\front_fr.25.400.jpg,,,openfoodfacts,2025-07-22 09:21:26,900.0,100.0,15.0,0.0,0.0,0.0,0.0,,0.0
6111099000247,Hule D'olive,زيت الزيتون واد سوس,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,Huiled'olive vierge,"{""alcohol"": 88, ""alcohol_100g"": 88, ""alcohol_serving"": 88, ""alcohol_unit"": ""% vol"", ""alcohol_value"": 88, ""alpha-linolenic-acid"": 55, ""alpha-linolenic-acid_100g"": 55, ""alpha-linolenic-acid_serving"": 495, ""alpha-linolenic-acid_unit"": ""g"", ""alpha-linolenic-acid_value"": 55, ""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_serving"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 4, ""energy-kcal"": 822, ""energy-kcal_100g"": 822, ""energy-kcal_serving"": 7400, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 822, ""energy-kcal_value_computed"": 1558, ""energy-kj"": 4, ""energy-kj_100g"": 4, ""energy-kj_serving"": 36, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 4, ""energy-kj_value_computed"": 6410, ""energy_100g"": 4, ""energy_serving"": 36, ""energy_unit"": ""kJ"", ""energy_value"": 4, ""fat"": 90, ""fat_100g"": 90, ""fat_serving"": 810, ""fat_unit"": ""g"", ""fat_value"": 90, ""fiber"": 66, ""fiber_100g"": 66, ""fiber_serving"": 594, ""fiber_unit"": ""g"", ""fiber_value"": 66, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 0, ""nutrition-score-fr"": -5, ""nutrition-score-fr_100g"": -5, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_serving"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_serving"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 13, ""saturated-fat_100g"": 13, ""saturated-fat_serving"": 117, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 13, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_serving"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_serving"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",900g,100g,images\vegetable-oils\front_fr.4.400.jpg,,,openfoodfacts,2025-07-22 09:21:27,822.0,90.0,13.0,0.0,0.0,0.0,0.0,66.0,0.0
4056489141877,Huile d'olive vierge extra,"Lidl,Primadona",Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,Huile d'olive vierge extra d'Espagne.,"{""alcohol"": 0, ""alcohol_100g"": 0, ""alcohol_serving"": 0, ""alcohol_unit"": ""% vol"", ""alcohol_value"": 0, ""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_serving"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3404, ""energy-kcal"": 828, ""energy-kcal_100g"": 828, ""energy-kcal_serving"": 82.8, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 828, ""energy-kcal_value_computed"": 828, ""energy-kj"": 3404, ""energy-kj_100g"": 3404, ""energy-kj_serving"": 340, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3404, ""energy-kj_value_computed"": 3404, ""energy_100g"": 3404, ""energy_serving"": 340, ""energy_unit"": ""kJ"", ""energy_value"": 3404, ""fat"": 92, ""fat_100g"": 92, ""fat_serving"": 9.2, ""fat_unit"": ""g"", ""fat_value"": 92, ""fiber"": 0, ""fiber_100g"": 0, ""fiber_serving"": 0, ""fiber_unit"": ""g"", ""fiber_value"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 100, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""nutrition-score-fr"": 0, ""nutrition-score-fr_100g"": 0, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_serving"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_serving"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 14, ""saturated-fat_100g"": 14, ""saturated-fat_serving"": 1.4, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 14, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_serving"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_serving"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",10 g,100g,images\vegetable-oils\front_en.93.400.jpg,,,openfoodfacts,2025-07-22 09:21:28,828.0,92.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
6111024002186,Houilor,Huilor,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,"*** AJR : apport journalier recommandé, d0méga 6 que notre organisme ne peut fabriquer, 100g","{""alcohol"": 24, ""alcohol_100g"": 24, ""alcohol_serving"": 24, ""alcohol_unit"": ""% vol"", ""alcohol_value"": 24, ""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_serving"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3700, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_serving"": 4050, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 1068, ""energy-kj"": 3700, ""energy-kj_100g"": 3700, ""energy-kj_serving"": 16600, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3700, ""energy-kj_value_computed"": 4396, ""energy_100g"": 3700, ""energy_serving"": 16600, ""energy_unit"": ""kJ"", ""energy_value"": 3700, ""fat"": 100, ""fat_100g"": 100, ""fat_serving"": 450, ""fat_unit"": ""g"", ""fat_value"": 100, ""fiber"": 0, ""fiber_100g"": 0, ""fiber_serving"": 0, ""fiber_unit"": ""g"", ""fiber_value"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 0, ""monounsaturated-fat"": 27.2, ""monounsaturated-fat_100g"": 27.2, ""monounsaturated-fat_label"": ""Monounsaturated fat"", ""monounsaturated-fat_serving"": 122, ""monounsaturated-fat_unit"": ""g"", ""monounsaturated-fat_value"": 27.2, ""nutrition-score-fr"": -1, ""nutrition-score-fr_100g"": -1, ""omega-6-fat"": 0.0612, ""omega-6-fat_100g"": 0.0612, ""omega-6-fat_label"": ""Omega 6 fat"", ""omega-6-fat_serving"": 0.275, ""omega-6-fat_unit"": ""mg"", ""omega-6-fat_value"": 61.2, ""polyunsaturated-fat"": 61.5, ""polyunsaturated-fat_100g"": 61.5, ""polyunsaturated-fat_label"": ""Polyunsaturated fat"", ""polyunsaturated-fat_serving"": 277, ""polyunsaturated-fat_unit"": ""g"", ""polyunsaturated-fat_value"": 61.5, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_serving"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_serving"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 12.6, ""saturated-fat_100g"": 12.6, ""saturated-fat_serving"": 56.7, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 12.6, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_serving"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_serving"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0, ""vitamin-e"": 0.075, ""vitamin-e_100g"": 0.075, ""vitamin-e_label"": ""Vitamin E"", ""vitamin-e_serving"": 0.338, ""vitamin-e_unit"": ""mg"", ""vitamin-e_value"": 75}",450g,100g,images\vegetable-oils\front_en.6.400.jpg,,,openfoodfacts,2025-07-22 09:21:28,900.0,100.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
6111099000582,Lio huile de table,lio,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,,"{""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3766, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 900, ""energy_100g"": 3766, ""energy_unit"": ""kcal"", ""energy_value"": 900, ""fat"": 100, ""fat_100g"": 100, ""fat_unit"": ""g"", ""fat_value"": 100, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""nutrition-score-fr"": 0, ""nutrition-score-fr_100g"": 0, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 14, ""saturated-fat_100g"": 14, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 14, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",,100g,images\vegetable-oils\front_en.18.400.jpg,,,openfoodfacts,2025-07-22 09:21:29,900.0,100.0,14.0,0.0,0.0,0.0,0.0,,0.0
6111024004746,Huile d'olive vierge de Maroc,ALHORRA,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,Huile d'olive.,"{""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3766, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 900, ""energy_100g"": 3766, ""energy_unit"": ""kcal"", ""energy_value"": 900, ""fat"": 100, ""fat_100g"": 100, ""fat_unit"": ""g"", ""fat_value"": 100, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 100, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""nutrition-score-fr"": 2, ""nutrition-score-fr_100g"": 2, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 17, ""saturated-fat_100g"": 17, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 17, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",,100g,images\vegetable-oils\front_fr.23.400.jpg,,,openfoodfacts,2025-07-22 09:21:30,900.0,100.0,17.0,0.0,0.0,0.0,0.0,,0.0
6111024001530,Huile Lesieur 3 Graines,Lesieur,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,"Huiles végétales (Soja, Tournesol. Colza), Arôme naturel. Vitamine A. Vitamine D3. Provitamine A.","{""alcohol"": 7, ""alcohol_100g"": 7, ""alcohol_serving"": 7, ""alcohol_unit"": ""% vol"", ""alcohol_value"": 7, ""beta-carotene"": 6e-05, ""beta-carotene_100g"": 6e-05, ""beta-carotene_label"": ""Beta carotene"", ""beta-carotene_unit"": ""µg"", ""beta-carotene_value"": 60, ""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3700, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 959, ""energy-kj"": 3700, ""energy-kj_100g"": 3700, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3700, ""energy-kj_value_computed"": 3943, ""energy_100g"": 3700, ""energy_unit"": ""kJ"", ""energy_value"": 3700, ""fat"": 100, ""fat_100g"": 100, ""fat_unit"": ""g"", ""fat_value"": 100, ""fiber"": 5, ""fiber_100g"": 5, ""fiber_unit"": ""g"", ""fiber_value"": 5, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 15.8333333333333, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 15.8333333333333, ""monounsaturated-fat"": 26, ""monounsaturated-fat_100g"": 26, ""monounsaturated-fat_label"": ""Monounsaturated fat"", ""monounsaturated-fat_unit"": ""g"", ""monounsaturated-fat_value"": 26, ""nova-group"": 4, ""nova-group_100g"": 4, ""nova-group_serving"": 4, ""nutrition-score-fr"": 3, ""nutrition-score-fr_100g"": 3, ""omega-3-fat"": 7, ""omega-3-fat_100g"": 7, ""omega-3-fat_label"": ""Omega 3 fat"", ""omega-3-fat_unit"": ""g"", ""omega-3-fat_value"": 7, ""omega-6-fat"": 52, ""omega-6-fat_100g"": 52, ""omega-6-fat_label"": ""Omega 6 fat"", ""omega-6-fat_unit"": ""g"", ""omega-6-fat_value"": 52, ""polyunsaturated-fat"": 60, ""polyunsaturated-fat_100g"": 60, ""polyunsaturated-fat_label"": ""Polyunsaturated fat"", ""polyunsaturated-fat_unit"": ""g"", ""polyunsaturated-fat_value"": 60, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 15, ""saturated-fat_100g"": 15, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 15, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0, ""vitamin-a"": 0.0009, ""vitamin-a_100g"": 0.0009, ""vitamin-a_label"": ""Vitamin A"", ""vitamin-a_unit"": ""µg"", ""vitamin-a_value"": 900, ""vitamin-d"": 7.5e-06, ""vitamin-d_100g"": 7.5e-06, ""vitamin-d_label"": ""Vitamin D"", ""vitamin-d_unit"": ""µg"", ""vitamin-d_value"": 7.5, ""vitamin-e"": 0.057, ""vitamin-e_100g"": 0.057, ""vitamin-e_label"": ""Vitamin E"", ""vitamin-e_unit"": ""mg"", ""vitamin-e_value"": 57}",,100g,images\vegetable-oils\front_fr.27.400.jpg,,,openfoodfacts,2025-07-22 09:21:31,900.0,100.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0
6111099000254,Huile d'olive,oued souss,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,huile d'olive,"{""alcohol"": 0, ""alcohol_100g"": 0, ""alcohol_serving"": 0, ""alcohol_unit"": ""% vol"", ""alcohol_value"": 0, ""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_serving"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""cholesterol"": 0, ""cholesterol_100g"": 0, ""cholesterol_serving"": 0, ""cholesterol_unit"": ""mg"", ""cholesterol_value"": 0, ""energy"": 3700, ""energy-kcal"": 900, ""energy-kcal_100g"": 900, ""energy-kcal_serving"": 900, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 900, ""energy-kcal_value_computed"": 828, ""energy-kj"": 3700, ""energy-kj_100g"": 3700, ""energy-kj_serving"": 3700, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3700, ""energy-kj_value_computed"": 3404, ""energy_100g"": 3700, ""energy_serving"": 3700, ""energy_unit"": ""kJ"", ""energy_value"": 3700, ""fat"": 92, ""fat_100g"": 92, ""fat_serving"": 92, ""fat_unit"": ""g"", ""fat_value"": 92, ""fiber"": 0, ""fiber_100g"": 0, ""fiber_serving"": 0, ""fiber_unit"": ""g"", ""fiber_value"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 100, ""monounsaturated-fat"": 67, ""monounsaturated-fat_100g"": 67, ""monounsaturated-fat_serving"": 67, ""monounsaturated-fat_unit"": ""g"", ""monounsaturated-fat_value"": 67, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""nutrition-score-fr"": -1, ""nutrition-score-fr_100g"": -1, ""polyunsaturated-fat"": 8, ""polyunsaturated-fat_100g"": 8, ""polyunsaturated-fat_serving"": 8, ""polyunsaturated-fat_unit"": ""g"", ""polyunsaturated-fat_value"": 8, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_serving"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_serving"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 12, ""saturated-fat_100g"": 12, ""saturated-fat_serving"": 12, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 12, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_serving"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_serving"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0, ""vitamin-e"": 2e-05, ""vitamin-e_100g"": 2e-05, ""vitamin-e_serving"": 2e-05, ""vitamin-e_unit"": ""mg"", ""vitamin-e_value"": 0.02}",100ml,100g,images\vegetable-oils\front_fr.29.400.jpg,,,openfoodfacts,2025-07-22 09:21:31,900.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8002470023727,Huile d'olive vierge extra Bio Classico,Carapelli,Vegetable Oils,https://in.openfoodfacts.org/facets/categories/vegetable-oils,Huile d'olive vierge extra,"{""carbohydrates"": 0, ""carbohydrates_100g"": 0, ""carbohydrates_unit"": ""g"", ""carbohydrates_value"": 0, ""energy"": 3374, ""energy-kcal"": 821, ""energy-kcal_100g"": 821, ""energy-kcal_unit"": ""kcal"", ""energy-kcal_value"": 821, ""energy-kcal_value_computed"": 819, ""energy-kj"": 3374, ""energy-kj_100g"": 3374, ""energy-kj_unit"": ""kJ"", ""energy-kj_value"": 3374, ""energy-kj_value_computed"": 3367, ""energy_100g"": 3374, ""energy_unit"": ""kJ"", ""energy_value"": 3374, ""fat"": 91, ""fat_100g"": 91, ""fat_unit"": ""g"", ""fat_value"": 91, ""fruits-vegetables-legumes-estimate-from-ingredients_100g"": 0, ""fruits-vegetables-legumes-estimate-from-ingredients_serving"": 0, ""fruits-vegetables-nuts-estimate-from-ingredients_100g"": 100, ""fruits-vegetables-nuts-estimate-from-ingredients_serving"": 100, ""nova-group"": 2, ""nova-group_100g"": 2, ""nova-group_serving"": 2, ""nutrition-score-fr"": 0, ""nutrition-score-fr_100g"": 0, ""proteins"": 0, ""proteins_100g"": 0, ""proteins_unit"": ""g"", ""proteins_value"": 0, ""salt"": 0, ""salt_100g"": 0, ""salt_unit"": ""g"", ""salt_value"": 0, ""saturated-fat"": 14, ""saturated-fat_100g"": 14, ""saturated-fat_unit"": ""g"", ""saturated-fat_value"": 14, ""sodium"": 0, ""sodium_100g"": 0, ""sodium_unit"": ""g"", ""sodium_value"": 0, ""sugars"": 0, ""sugars_100g"": 0, ""sugars_unit"": ""g"", ""sugars_value"": 0}",,100g,images\vegetable-oils\front_en.71.400.jpg,,,openfoodfacts,2025-07-22 09:21:32,821.0,91.0,14.0,0.0,0.0,0.0,0.0,,0.0
