name,price,brand,size_value,size_unit,category,subcategory,url
Raw Pressery Grape Fruit Juice 1 Ltr,₹ 500.00,Raw Pressery,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Hamdard Rooh Afza Sharbat 750 Ml,₹ 174.60,Hamdard,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Glucon D Orange Box 1 Kg,₹ 399.00,Glucon D,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Kinley Soda Pet Bottle 750 Gm,₹ 15.00,Kinley,750,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Sprite Clear Carbonated Soft Drink Pet Bottle 750 Ml,₹ 35.00,Sprite,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fanta Orange Carbonated Soft Drink Pet Bottle 750 Ml,₹ 40.50,Fanta,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Coca Cola Carbonated Soft Drink Pet Bottle 750 Ml,₹ 36.00,Coca Cola,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Maaza Mango Drink 1.75Ltr,₹ 100.00,Maaza,1.75,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Chakra Gold 500 Gm,,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Gemini Dust Tea 500 Gm,,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Gemini Dust Tea 250 Gm,,Tata,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Gold Tea Care Tetra Pack 500 Gm,₹ 320.00,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Society Masala Flavour Tea 1 Kg,₹ 588.10,Society,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Appy Fizz Apple Juice Drink Tetrapak 10X125 Ml,₹ 97.00,Appy Fizz,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Protinex Tasty Chocolate 1000 Gm,"₹ 1,295.00",Protinex,1000,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Ensure Vanilla Drink 950 Gm,"₹ 1,578.00",Ensure,950,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Chatpata Guava Tetrapak 1 Ltr,₹ 75.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bisleri Natural Mountain Water 1 Ltr,₹ 19.00,Bisleri,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bisleri Natural Mountain Water 500 Ml,₹ 15.00,Bisleri,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nestea Ice Tea Premix Lemon 400 Gm,₹ 205.00,Nestea,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tang Orange Pouch 500 Gm,₹ 164.90,Tang,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tang Lemon Instant Drink Mix Pouch 500 Gm,₹ 164.90,Tang,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Glucon D Nimbu Paani Pouch 450 Gm,₹ 175.00,Glucon D,450,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Grapefruit Juice 250 Ml,₹ 200.00,Raw Pressery,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Mixed Fruit Juice 200 Ml,₹ 79.50,Raw Pressery,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Mixed Fruits 1 Ltr,₹ 250.00,Raw Pressery,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Boost Energy & Sports Nutrition Drink Jar 500 Gm,₹ 295.00,Boost,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Boost Energy & Sports Nutrition Drink Refill Pack 500 Gm,₹ 295.00,Boost,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bindu Jeera Masala Pet Bottle 2Ltr,₹ 95.00,Bindu,2,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bindu Jeera Masala Pet Bottle 600Ml,₹ 38.00,Bindu,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Maaza Fresh Mango Juice Pet Bottle 1.5 Ltr,₹ 90.00,Maaza,1.5,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Classic Malt Drink Refill 750 Gm,₹ 449.00,Horlicks,750,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Wagh Bakri Premium Leaf Tea 250 Gm,₹ 150.35,Wagh Bakri,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Wagh Bakri Premium Leaf Tea 500 Gm,₹ 291.00,Wagh Bakri,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Bull Energy Drink Can Sugar Free 250 Ml,₹ 121.25,Red Bull,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Everyday Dairy Whitener Pouch 400 Gm,₹ 235.00,Everyday,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Everyday Dairy Whitener Pouch 1 Kg,₹ 625.00,Everyday,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Classic Coffee Box 200 Gm,₹ 843.90,Nescafe,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Sunrise Premium Pouch 45 Gm,₹ 155.20,Nescafe,45,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Sunrise Premium Pouch 500 Gm,"₹ 1,236.75",Nescafe,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Sunrise Premium Coffee 200 Gm,₹ 509.00,Sunrise,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Classic Coffee Pouch 45 Gm,₹ 218.00,Nescafe,45,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Classic Coffee Jar 50 Gm,₹ 232.00,Nescafe,50,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bru Instant Coffee 50 Gm,₹ 164.90,Bru,50,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bru Instant Coffee 100 Gm,₹ 290.00,Bru,100,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nestle Nescafe Gold Jar 90 Gm,₹ 625.00,Nestle,90,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bru Gold Instant Coffee 100 Gm,₹ 378.30,Bru,100,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nestle Gold 190 Gm,"₹ 1,308.53",Nestle,190,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Coffee Grand Pouch 50 Gm,₹ 125.00,Tata,50,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Green Tea Bags 25 Pcs,₹ 65.00,Fabsta,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Select Leaf Tea 500 Gm,₹ 190.00,Fabsta,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Drink 500G,₹ 289.00,Horlicks,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Classic Malt Drink Jar 200 Gm,₹ 129.00,Horlicks,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Junior Vanilla Pouch 500 Gm,₹ 225.00,Horlicks,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Complan Chocolate Drinks 500 Gm,₹ 289.00,Complan,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Lite Plain Jar 450 Gm,₹ 345.00,Horlicks,450,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Complan Kesar Badam Drink Box 500 Gm,₹ 320.00,Complan,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Ensure Chocolate Jar 400 Gm,₹ 760.03,Ensure,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pediasure Vanilla Jar 1 Kg,"₹ 1,549.00",Pediasure,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Protinex Vanilla Tin 400 Gm,₹ 625.00,Protinex,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Protinex Original Tin 400 Gm,₹ 727.50,Protinex,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pediasure Vanilla Drink 400 Gm,₹ 641.00,Pediasure,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pediasure Chocolate Drinks 400 Gm,₹ 746.90,Pediasure,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pediasure Chocolate Drinks Box 200 Gm,₹ 360.00,Pediasure,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Dukes Soda Pet Bottle 750 Ml,₹ 17.00,Dukes,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Schweppes Tonic Water Can 300 Ml,₹ 49.00,Schweppes,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Schweppes Soda Water Can 300 Ml,₹ 34.90,Schweppes,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Schweppes Ginger Ale Can 300 Ml,₹ 54.00,Schweppes,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Select Leaf Tea 250 Gm,₹ 91.00,Fabsta,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Special Leaf Tea 250 Gm,₹ 118.00,Fabsta,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Kadak Leaf Tea 250 Gm,₹ 57.00,Fabsta,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Kannan Devan Dust Tea Pouch 1Kg,,Kannan Devan,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Kannan Devan Dust Tea Pouch 500 Gm,,Kannan Devan,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Kannan Devan Dust Tea Pouch 250 Gm,,Kannan Devan,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Kannan Devan Red Hts Tea 1Kg,,Kannan Devan,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agani Dust Tea Pouch 1Kg,,Tata,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agani Dust Tea Pouch 500 Gm,,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agani Dust Tea Pouch 250 Gm,,Tata,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
3 Roses Dust Topstar Tea 250 Gm,,3 Roses,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
3 Roses Natural Care Tea 250 Gm,,3 Roses,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Society Masala Tea 500 Gm,₹ 303.24,Society,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
7 Up Nimbooz Refreshing 350 Ml,₹ 24.00,7 Up,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Regular Tea Bag 100 Pcs,₹ 213.40,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Taj Mahal Tea Bags 100 Pcs,₹ 213.40,Taj Mahal,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agni Leaf Tea Pouch 1 Kg,₹ 220.00,Tata,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agni Leaf Tea Pouch 500 Gm,₹ 116.40,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Agni Leaf Tea Pouch 250 Gm,₹ 140.65,Tata,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Premium Leaf Tea 250 Gm,₹ 145.50,Tata,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Gold Leaf Tea 500 Gm,₹ 205.00,Tata,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Taj Mahal Tea South 1 Kg,₹ 619.00,Taj Mahal,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Taj Mahal Tea South 500 Gm,₹ 309.00,Taj Mahal,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Taj Mahal Tea South 250 Gm,₹ 169.00,Taj Mahal,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Label Leaf Tea Pp 1Kg,₹ 436.00,Red Label,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Label Tea 500 Gm,₹ 209.00,Red Label,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Label Tea 250 Gm,₹ 135.80,Red Label,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Lipton Darjeeling Tea 250 Gm,₹ 480.15,Lipton,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tata Premium Leaf Tea 1 Kg,₹ 392.00,Tata,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Label Natural Care Tea 250 Gm,₹ 169.75,Red Label,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Masala Tea Bag 50 Pcs,₹ 310.40,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Society Leaf Tea Pouch 250 Gm,₹ 130.06,Society,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Royal Cup Ctc Tea 500 Gm,₹ 260.00,Girnar,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Royal Cup Ctc Tea 1 Kg,₹ 511.50,Girnar,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Masala Instant Tea Premix 140 Gm,₹ 140.00,Girnar,140,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Elaichi Instant Tea Premix 140 Gm,₹ 140.00,Girnar,140,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Tea Leaf Box 125 Gm,₹ 164.90,Tetley,125,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Label Natural Care Tea Pp 1Kg,₹ 453.00,Red Label,1,Kg,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Organic India Tulsi Tea Original Tin 100 Gm,,Organic India,100,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Organic India Tulsi Tea Original Teabags 25 Pcs,₹ 227.95,Organic India,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Society Masala Tea Pouch 100 Gm,₹ 72.75,Society,100,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Lemon Honey Tea 25 Pcs,₹ 174.60,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Tea Bag 100 Pcs,₹ 337.50,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Lemon Honey Tea Bag 100 Pcs,₹ 337.50,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Ginger Mint Lemon 100 Pcs,₹ 337.50,Tetley,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Society 1 Min Tea Masala Premix 140 Gm,₹ 116.66,Society,140,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tetley Green Tea Leaf Box 250 Gm,,Tetley,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Lipton Lemon Zest Green Tea Bags 25 Pcs,₹ 164.90,Lipton,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Wagh Bakri Spiced Tea (Masala) Box 250 Gm,₹ 160.00,Wagh Bakri,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Lipton Honey Lemon Green Tea Bags 25 Pcs,₹ 164.90,Lipton,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Lipton Pure & Light Green Tea 250 G,₹ 358.90,Lipton,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Detox Green Tea Desi Khawa 36 Pcs,₹ 304.99,Girnar,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tang Orange Pouch 750 Gm,₹ 191.00,Tang,750,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Minute Maid Pulpy Orange 1 Ltr,₹ 74.70,Minute Maid,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Apple Nectar Tetrapak 1 Ltr,₹ 115.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
B Natural Pink Guava Juice Tetrapak 1 Ltr,₹ 70.00,B Natural,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
B Natural Mixed Fruit Tetrapak 1 Ltr,₹ 70.00,B Natural,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Paper Boat Aamras Juice Tetrapak 200 Ml,₹ 38.80,Paper Boat,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Paper Boat Jaljeera 200 Ml,₹ 38.80,Paper Boat,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Paper Boat Kalakhatta 250 Ml,₹ 55.00,Paper Boat,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Paper Boat Aampanna 200 Ml,₹ 33.95,Paper Boat,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Flush Cold Press Juice 250 Ml,₹ 150.00,Raw Pressery,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Lean Cold Press Juice 250 Ml,₹ 150.00,Raw Pressery,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Orange Juice 250 Ml,₹ 150.00,Raw Pressery,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Raw Pressery Sugarcane Juice 1 Ltr,₹ 250.00,Raw Pressery,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Orange Juice Tetrapak 1 Ltr,₹ 115.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Mango Juice Tetrapak 1 Ltr,₹ 91.31,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Pineapple Juice Tetrapak 1 Ltr,₹ 130.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Guava Juice Tetrapak 1 Ltr,₹ 95.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Litchi Nectar Tetrapak 1 Ltr,₹ 121.25,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Cranberry Juice Tetrapak 1 Ltr,₹ 119.99,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Pomegranate Juice Tetrapak 1 Ltr,₹ 123.00,Real,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Real Mix Fruit Tetrapak 180 Ml,₹ 17.00,Real,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Dabur Lemoneez Bottle 250 Ml,₹ 87.30,Dabur,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Maaza Mango Pet Bottle 1.2 Ltr,₹ 60.00,Maaza,1.2,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tropicana Mixed Fruit Tetrapak 1 Ltr,₹ 95.00,Tropicana,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Appy Fizz Apple Juice Tetrapak 125 Ml,₹ 10.00,Appy Fizz,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tropicana Guava Juice Tetrapak 1 Ltr,₹ 84.00,Tropicana,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Tropicana Lychee Delight Fruit Juice Tetrapak 1 Ltr,₹ 106.25,Tropicana,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Slice Mango Pet Bottle 600 Ml,₹ 40.74,Slice,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Maaza Mango Pet Bottle 600 Ml,₹ 33.60,Maaza,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Frooti Mango Juice Tetrapak 125 Ml,₹ 10.00,Frooti,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Fabsta Rose Sharbat 1000 Ml,₹ 252.00,Fabsta,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
